,id,esp_id,label,"median(8,13)","rms(98,102)","median(98,102)",peak1x,peak2x,a,b,spectral_entropy,harmonic_energy,kurtosis
1124,1124,4,Unbalance,0.0418749999999999,0.2547519473919679,0.001895,0.15955,0.00548,-0.0022031080841925,-2.58509107446765,152.94717245362165,0.001688939243678925,30.06244274296323
1125,1125,5,Normal,0.000505,0.0253962142848102,0.00041,0.01554,0.00181,-6.637667102939124e-05,-7.312729294946882,22.362454227891483,0.010314220227173387,1667.6678520797757
1126,1126,5,Normal,0.000785,0.072997884215914,0.0009699999999999,0.04886,0.00318,-0.0007826500535333,-6.668846682287086,30.391360213111618,0.012269444338754718,930.9363807856131
1127,1127,10,Normal,0.00397,0.0190771302873361,0.00033,0.00044,0.00025,-0.0006607457855191,-5.700773155218334,37.1020654952679,0.010324664035294471,351.21313522214547
1128,1128,8,Normal,0.001115,0.0590293384682566,0.001715,0.03219,0.00352,0.0005642361962422,-6.709927384713474,50.002750516651425,0.010637274919483736,97.85958585277484
1129,1129,1,Normal,0.013685,0.2669711540597598,0.00315,0.1499,0.00173,-0.0029191673277363,-3.583799684746967,76.67013089163069,0.006326654632431925,104.19749069531223
1130,1130,5,Rubbing,0.088365,0.1401551654417346,0.001515,0.09497,0.00157,-0.0037233469677304,-1.4915040804937625,183.69567396093586,0.0013936539529402527,76.02678771709374
1131,1131,10,Normal,0.00255,0.1003731458110186,0.00039,0.00029,0.00049,-0.0017830965922021,-5.66637104319932,49.265639297005045,0.011405179244102904,2141.519385321891
1132,1132,10,Normal,0.000965,0.1337875337989306,0.001065,0.00105,0.00029,0.0001912530347079,-6.630840816782444,41.43761461886828,0.01172362222841162,868.5124891577125
1133,1133,1,Normal,0.00148,0.0605422843969402,0.00049,0.03953,0.00398,-0.0009094908472516,-6.007774724066616,35.452366694479494,0.04782465924408604,361.0009695703082
1134,1134,10,Normal,0.000985,0.0474880132243916,0.00084,0.00101,0.00079,0.0002584343143149,-6.499616362574471,46.35311002749236,0.00890136177648966,283.2182581353714
1135,1135,1,Normal,0.00179,0.1877109456052043,0.000865,0.11058,0.00111,-0.000998156521676,-6.248898723386345,29.927962402038805,0.007567558601929676,1025.6513895981718
1136,1136,10,Normal,0.002025,0.176410347769058,0.002145,0.00243,0.0008,-0.0005055358245571,-5.810420346325554,58.66805050841203,0.00703270453507568,509.5544290900493
1137,1137,10,Normal,0.00234,0.0750457800279269,0.0008,0.00077,0.0008,-0.0004717778104535,-5.776304452489667,42.48797748608851,0.005301282069796097,160.51321165673403
1138,1138,10,Normal,0.00091,0.03691807958169,0.0011,0.00139,0.00072,-0.0003424646854731,-6.336279299964394,47.12039539295213,0.004895624910967861,116.81881664716747
1139,1139,5,Normal,0.00029,0.1087074997412782,0.000635,0.06763,0.00075,-0.0001804004060463,-7.561472223353983,19.877214160518182,0.017404623170762787,1755.7774347552274
1140,1140,10,Normal,0.0027099999999999,0.0828439780551368,0.001555,0.00117,0.00025,-0.0010254526285069,-5.877520216533799,44.5215586585402,0.011357807269499833,239.8621052394473
1141,1141,5,Normal,0.000415,0.0421706758304867,0.00047,0.02445,0.00375,-0.0006637233061665,-7.346005026463224,26.49794586261406,0.019076187879024167,1220.3399521965084
1142,1142,7,Normal,0.00143,0.104692955827983,0.00112,0.06231,0.00841,0.00025587494959,-6.751148176696724,50.68178551595254,0.01588144627989185,394.06729978754254
1143,1143,4,Normal,0.00114,0.0662348073145834,0.00123,0.04317,0.00933,-0.0011004524981171,-6.315993689429486,29.753142053552047,0.012213174599276134,331.4571076171463
1144,1144,5,Normal,0.00071,0.1738012617905865,0.00101,0.11158,0.00379,-0.0008274608877192,-6.9916598775267484,25.889682485996747,0.013854253981559156,1873.3099146576865
1145,1145,4,Normal,0.00075,0.1670252759315188,0.00141,0.10607,0.00318,-0.0010860600415161,-6.558389955630526,41.56227845839041,0.023761601422620716,1415.3538766959389
1146,1146,6,Unbalance,0.0026,0.3570047142545879,0.00377,0.20264,0.01873,2.192391316525861e-05,-5.841249694872116,88.31289523641597,0.011439620603607752,972.825984542497
1147,1147,2,Normal,0.000925,0.1138846868547303,0.00114,0.07067,0.00631,-0.0009298162557353,-6.578080752944974,23.520218707549233,0.015381009156258557,1223.8190453516431
1148,1148,7,Normal,0.00067,0.1835338995935083,0.00135,0.10909,0.00575,-0.0005435127481096,-7.00300632154211,26.673841005769294,0.01558416701633522,1346.1205036866838
1149,1149,9,Normal,0.00216,0.2659752283578303,0.00331,0.15104,0.01608,-0.000160482649491,-5.924637030015845,65.16178192498894,0.01020720547950021,834.2138539502479
1150,1150,3,Normal,0.001145,0.1315169327501215,0.00106,0.07602,0.00398,-0.0002076549967883,-6.4017362391890895,40.02543671585986,0.02425526904509605,591.8085689305146
1151,1151,9,Normal,0.00345,0.103629762134244,0.0011849999999999,0.06103,0.01461,-0.0009855230081371,-5.448538039783881,51.13196675813062,0.01022695744504006,265.2916101108795
1152,1152,7,Normal,0.00051,0.1325184538092714,0.00129,0.07453,0.0083,-0.0002587000497064,-7.216443343882643,31.135703798239433,0.01336053814254818,716.4341392537465
1153,1153,5,Normal,0.000745,0.1607872392324714,0.001005,0.10523,0.00429,-0.0003915430305062,-7.075622665940142,30.880256947995274,0.014306281124633165,1259.2997960388996
1154,1154,2,Normal,0.0009,0.0801726929820871,0.000715,0.04947,0.00417,-0.0003721944778853,-6.709594526294083,23.446375106678136,0.02633664907431192,535.5377349465107
1155,1155,6,Normal,0.001115,0.1906870803174667,0.0017,0.11943,0.01586,-0.000277120106853,-6.746117198927631,40.42421012838202,0.00808423221016171,1465.9848329436193
1156,1156,8,Normal,0.00071,0.1433925667529527,0.00154,0.09075,0.00322,0.0005950506323868,-7.034055218867462,40.61918454089132,0.009579330785987208,1012.0652205536924
1157,1157,4,Normal,0.001885,0.1317865770858322,0.00199,0.08553,0.01575,-0.0012838950305291,-6.242985098341764,38.33047425378816,0.015351597645835397,1496.7796098781512
1158,1158,9,Normal,0.00419,0.4376698175565686,0.00361,0.25278,0.04179,-0.0002467454682422,-5.49265572200321,87.02229736178397,0.010029540078467174,824.9283889187311
1159,1159,10,Normal,0.00261,0.0641970046030186,0.000905,0.00081,0.00045,-0.0009594056242644,-6.168342314061587,43.746810529845504,0.019504001280851665,2016.8265088804897
1160,1160,5,Unbalance,0.00061,0.3226215643753529,0.00145,0.18528,0.00119,-0.001115756172667,-6.948168699699597,26.46764999538055,0.01300704735996523,1753.4634432398277
1161,1161,2,Normal,0.00027,0.0795108017818962,0.000635,0.04852,0.0143,0.0010947494405105,-8.200476602868696,16.35273600323772,0.013168953669147722,948.5995228560887
1162,1162,4,Unbalance,0.00841,0.2810562433037202,0.00492,0.17485,0.01523,-0.0019341188755772,-4.3115104512945575,91.63037332637779,0.018530914686088393,417.66368248660734
1163,1163,10,Normal,0.001425,0.1858743333545544,0.001715,0.00179,0.00055,-0.0008369365555062,-6.2798035873359686,48.51089308924016,0.014614016400286468,965.138785374053
1164,1164,1,Normal,0.00051,0.1313785130833805,0.00087,0.07573,0.01312,0.0003500420510671,-7.393799885607506,34.57410183126307,0.04864757081571671,1373.3238046849942
1165,1165,1,Normal,0.00048,0.0679856470146456,0.000435,0.04506,0.00627,0.0003624132459653,-7.290924637890746,29.213292180876895,0.026384752829065144,640.0163225262037
1166,1166,10,Normal,0.00169,0.1262431582304562,0.000735,0.00073,0.00022,-0.0012102235313898,-5.888953438267509,45.298276808040605,0.006874587929565267,1049.6848377324088
1167,1167,1,Normal,0.000465,0.0528890064191037,0.00118,0.03478,0.0059,0.0004583082426686,-7.687721367461465,23.963521738094638,0.01304247792700832,862.1961902907964
1168,1168,5,Normal,0.00105,0.2364075821542109,0.00119,0.1486,0.00276,-0.0011875369967181,-6.426297036852406,31.328283953836817,0.006135853197393221,1371.6089016434344
1169,1169,5,Faulty sensor,0.07119,0.0195544521784682,0.00162,0.00331,0.00051,-0.0030013687794424,-1.9574408327089483,183.55479875230353,0.002303191297965684,59.62817183932734
1170,1170,5,Normal,0.00074,0.0647840250370413,0.00102,0.04092,0.00061,-0.0002590772523874,-6.78065094435985,31.887723379194885,0.012682764377250879,590.3444150404982
1171,1171,9,Normal,0.00342,0.1151068216918528,0.00181,0.07025,0.01225,-0.0005594544066613,-5.808302271366186,70.24570215720249,0.02787653105824123,562.3050789490904
1172,1172,2,Normal,0.000825,0.0373000536192644,0.00076,0.02163,0.00145,-0.0003864089343831,-6.936360952359012,23.799736478342073,0.014773251165695405,899.2931601599545
1173,1173,1,Normal,0.0003599999999999,0.0220676301400943,0.00074,0.0136,0.00377,-0.0001421450476651,-7.477955956251397,17.85457065077994,0.015265790526303129,156.49064384870877
1174,1174,3,Normal,0.001095,0.2098115964383284,0.001255,0.12531,0.00415,-0.0005839393468149,-6.499217803857762,33.12315079507812,0.009988410508808797,868.2540881186163
1175,1175,10,Normal,0.001885,0.1247821645909382,0.001415,0.00143,0.00022,-0.0006532622627497,-6.417496214911052,49.160456200362006,0.0052312297547431625,218.11842248314667
1176,1176,6,Normal,0.003385,0.2281511029997444,0.00279,0.13971,0.00457,0.0003220219081195,-5.80981469002355,77.30334838029893,0.0018124640063154744,475.9451280816443
1177,1177,1,Normal,0.0019,0.2208419219713503,0.00109,0.12985,0.00136,-4.662929272479536e-05,-6.5136631487331895,33.722166650563416,0.00567978294852736,1051.1709364473497
1178,1178,4,Normal,0.0887,0.2203893795081786,0.005685,0.14315,0.01935,-0.001991536152804,-2.091763233028359,269.718441720142,0.0031804032627146465,26.54184568841547
1179,1179,8,Faulty sensor,0.00675,0.0085160965236427,0.00019,0.00382,0.00034,-0.0033722472971337,-4.125427565215708,38.981755584126695,0.00516226510119911,71.5850013945041
1180,1180,3,Normal,0.00308,0.02659979887142,0.000545,0.01473,0.00458,-0.0024519647556422,-5.11039847660024,35.884686801824145,0.013061043031051276,97.73855410548755
1181,1181,7,Normal,0.001065,0.2242177167397795,0.0022649999999999,0.14055,0.00736,0.000919882205923,-6.768527044746167,48.89675843619719,0.009834634536177523,1240.7389398210485
1182,1182,4,Misalignment,0.147575,0.4099439470220288,0.014745,0.2476,0.03805,-0.0015360387535827,-1.5809536306321474,497.89212857701494,0.005216029741777836,42.22683009945945
1183,1183,7,Normal,0.00108,0.0349942995357815,0.00061,0.02087,0.00491,-0.0001442193665029,-6.187276690591332,41.82515509368788,0.021637247007518703,43.0485654963006
1184,1184,4,Normal,0.00073,0.2203588802385781,0.002375,0.14496,0.0178,0.0002518164356945,-7.115574310238763,49.16263234776537,0.013854967429625246,2134.936724547994
1185,1185,6,Normal,0.0034349999999999,0.2247424881948226,0.004745,0.00946,0.00101,-0.0002903731408185,-5.51388695223169,101.8024492405087,0.026625741092684774,447.85155325627056
1186,1186,8,Normal,0.00241,0.0939413918355482,0.0012,0.05065,0.00629,-0.0003718575272862,-6.197565911590797,45.05250324095636,0.011519826731454904,342.7059740245404
1187,1187,4,Misalignment,0.001245,0.0888463955374667,0.001335,0.05933,0.04018,-0.0006333005066093,-6.595519010108425,30.03635226629021,0.011842567438386183,630.7926180138771
1188,1188,9,Normal,0.0019,0.276985181192063,0.00169,0.15928,0.0047,-0.0006329321199408,-5.946306981726896,46.93037913345458,0.01623370461237123,1139.7207028996593
1189,1189,7,Normal,0.0012,0.0759084810808383,0.000715,0.04278,0.00348,-0.0012313817188075,-5.982110866224514,37.398547211717755,0.019318166097146122,283.8510475769349
1190,1190,7,Normal,0.00076,0.1385319284497259,0.00081,0.07875,0.00429,0.000171634965771,-7.134972467883573,27.08304882734239,0.01682365410767156,1494.2839589300297
1191,1191,1,Normal,0.000525,0.0999977794753463,0.00081,0.05687,0.00286,-0.0008702509313236,-7.115263457464237,25.97149460583498,0.030482367033767527,960.7308857884437
1192,1192,7,Normal,0.00079,0.202103798578849,0.00195,0.12448,0.01379,0.0014923392209331,-7.774417284715378,48.929232060092104,0.03134454543084488,1071.8453191537897
1193,1193,5,Normal,0.00101,0.2407624844115046,0.00105,0.13925,0.00043,-0.0017284408500247,-6.434530566066145,25.073330365296012,0.006574448125163717,1448.0733075985618
1194,1194,5,Rubbing,0.0312,0.0913829852871966,0.003225,0.04915,0.0014,-0.0021581770347874,-2.9665460110540094,167.14451795078642,0.008074355519898333,51.42220986346307
1195,1195,9,Normal,0.00166,0.1006368466318375,0.001055,0.06171,0.01725,0.000831867497604,-6.590298480511892,41.46562993452404,0.002584482713836663,542.0536937329898
1196,1196,8,Faulty sensor,0.0093899999999999,0.0054133446223199,0.00022,0.00333,0.00078,-0.0033316110178224,-3.866251983537328,45.921922915436184,0.003348634818509186,69.96898117400855
1197,1197,4,Faulty sensor,0.0025849999999999,1.7747489952666546,0.00743,0.06784,0.00074,-0.0019078213380446,-5.470758411314819,37.93956711019959,0.0025613607291332867,1788.578683654174
1198,1198,7,Normal,0.00076,0.1801530066360259,0.0012,0.10725,0.00529,-1.1698021842229276e-05,-7.082580941601857,32.78866755348852,0.020528430633786777,1384.5429913424348
1199,1199,3,Normal,0.00117,0.0929944256393898,0.00138,0.05249,0.00889,-0.0006824410814745,-6.327792691258432,42.637056037104145,0.019388427414866297,513.7839499890617
1200,1200,0,Normal,0.00039,0.0676791046040061,0.000685,0.04295,0.01147,-1.8838800050854167e-05,-7.687721719974385,32.34534234296962,0.06268617183410695,696.7973155154967
1201,1201,6,Normal,0.002145,0.2304814782146279,0.002295,0.13625,0.01397,0.0003105536138609,-6.227603057010006,69.10906055963746,0.010657925646150906,723.3898338417681
1202,1202,1,Normal,0.0013,0.1859192311193223,0.00082,0.10904,0.00259,-0.0008442501666717,-6.354092648880789,29.596786129938206,0.007325208605446834,1218.3290169637303
1203,1203,4,Normal,0.00171,0.0905962079780384,0.00235,0.05661,0.00753,-0.0012925724007671,-6.20731409150673,30.443204611321967,0.015601426564357493,1177.872726956712
1204,1204,7,Normal,0.00067,0.0757661995879429,0.00073,0.04687,0.0078,0.0001465863233752,-6.853138065623949,32.493988302018764,0.009995069423731205,434.1026944018801
1205,1205,10,Normal,0.001915,0.2459380718798942,0.00223,0.00148,0.00038,0.0001635975593252,-6.165609587657514,63.559822734814006,0.013406912036332477,741.7324988497982
1206,1206,5,Normal,0.00057,0.0516096056950641,0.00044,0.03302,0.00159,-9.363460929826552e-05,-7.263971783079198,23.616422014613345,0.012061730575980477,2108.4934168703353
1207,1207,4,Normal,0.02502,0.1862333227432727,0.003535,0.12329,0.01101,-0.0025389217705109,-3.180559637574872,113.34302441997795,0.004898675028988475,120.74688248955418
1208,1208,4,Normal,0.0006,0.2270106574590717,0.0012799999999999,0.14713,0.01301,-0.0004131148834738,-7.105439894734468,23.837923743042357,0.012847871464310424,1066.6430544733403
1209,1209,7,Normal,0.000835,0.1679869346109988,0.0020949999999999,0.10659,0.01065,-0.0003456320621634,-6.730669731448254,42.14905169163787,0.012843561955734292,1227.3970876264298
1210,1210,5,Faulty sensor,0.029585,0.3843801468598502,0.00329,0.00677,0.0004,-0.003057276365195,-2.792579130047412,111.99028976507525,0.002384030931754054,84.57599963558899
1211,1211,10,Normal,0.001405,0.1602254539703352,0.00068,0.00068,0.00039,-0.0012679236994869,-6.243529844225932,37.33358620044645,0.009161787999695145,799.9172517463608
1212,1212,10,Normal,0.00119,0.0380696073003124,0.00064,0.00051,0.00091,0.0003137479504634,-6.876636224216245,43.3288489536865,0.005331593201194498,90.32392100232772
1213,1213,2,Normal,0.00041,0.1699156037566885,0.00103,0.09626,0.00334,-0.0007274515700412,-6.880445022111628,24.925444190648427,0.010030205048368131,1357.6258782820503
1214,1214,8,Normal,0.00199,0.2483917585186754,0.00291,0.14467,0.00327,0.0004440548011826,-6.272942945293985,56.2605524373139,0.007267256651718354,834.9023609672074
1215,1215,8,Normal,0.00346,0.0390884919125821,0.001605,0.02057,0.0011,0.0004967742200738,-6.128383216747516,61.18692753760214,0.008751926825228951,97.79558809052541
1216,1216,8,Normal,0.00077,0.1970676439702875,0.002995,0.12033,0.0025,0.00101980410581,-7.270863119553335,59.37101015518378,0.0076682635984306685,837.7054153585392
1217,1217,0,Normal,0.000415,0.1334729916499963,0.00079,0.09004,0.00648,-0.0010368053436103,-7.172106235744745,33.770785266678004,0.08764556535458458,1269.3253657347375
1218,1218,7,Normal,0.00092,0.1318124466808806,0.001165,0.07822,0.00707,0.0005319867862714,-6.731175605411208,44.97211211218004,0.01889558964843103,699.0039585411188
1219,1219,5,Rubbing,0.13802,0.1118322721757901,0.00209,0.07484,0.00087,-0.0035946622671924,-1.0967284555117958,236.33171583997694,0.0013757275713744692,83.38779470906309
1220,1220,9,Normal,0.00299,0.1427252363809568,0.00108,0.08203,0.02443,-0.0004840740480068,-5.769796039555313,65.23403836832033,0.02488481830182575,434.80179936484905
1221,1221,1,Normal,0.00048,0.0517162740343888,0.000645,0.0324,0.0084,-0.0005212930729442,-7.036005366478653,29.99963254253706,0.01096301531105088,452.8498121779418
1222,1222,5,Unbalance,0.00079,0.2830027877954561,0.0015,0.18176,0.00141,-0.0010583941957365,-7.126186404446629,23.544492772638847,0.01572754890397086,1836.9338657631465
1223,1223,1,Rubbing,0.00767,0.0197491670710437,0.000855,0.01029,0.00637,-0.0025605993715329,-4.142093283861975,57.220729748465075,0.00385116143241306,124.59417690791635
1224,1224,1,Normal,0.0042699999999999,0.2194713858342358,0.001315,0.14571,0.00372,-0.0018648015641759,-4.977421724281094,48.18549076905223,0.008689528956756148,767.7871799137663
1225,1225,0,Normal,0.00025,0.2401901403055504,0.00215,0.15426,0.00753,-0.0005383985044112,-7.908656639010737,21.172533429273635,0.014221267067471708,1880.9051486889864
1226,1226,9,Normal,0.00101,0.224922899234382,0.00238,0.13799,0.02484,0.0003549306495691,-6.71032545665896,44.226949223176284,0.009719260264529765,861.703530788219
1227,1227,2,Normal,0.00105,0.0743528365296173,0.00085,0.04227,0.0034,-0.0011748463678511,-6.382692847618362,26.56152236320248,0.007129198866768097,364.6593661717173
1228,1228,4,Normal,0.00155,0.0872250015763829,0.00218,0.05733,0.02647,-0.001594008215362,-5.879897237789812,48.27907512841617,0.014979922681432566,1620.7844142572715
1229,1229,10,Normal,0.00397,0.0260195618717917,0.000435,0.01061,0.0034,-0.0008513701346665,-5.524991800917221,39.163238879600215,0.006363510951270182,83.23687464432885
1230,1230,8,Normal,0.00154,0.1546708156052718,0.001855,0.09276,0.00952,-9.701117531732504e-05,-6.254706976145172,57.134561626190994,0.015771064701082384,1052.7396108489288
1231,1231,3,Normal,0.00184,0.0648653104517352,0.0007,0.03747,0.00444,-0.0011346354491614,-5.809001610084598,36.958731809064076,0.014415149591808634,286.5204163274461
1232,1232,4,Normal,0.000855,0.118696596412871,0.001895,0.07784,0.02649,-0.0003183977405181,-6.953336468463121,41.03394150374667,0.010271473795388387,2373.893127414874
1233,1233,3,Normal,0.001225,0.0173093009679767,0.00025,0.01016,0.01578,-0.0009720406518435,-6.630727387166978,24.91596433684751,0.019763782192291014,1542.129579077322
1234,1234,4,Misalignment,0.00241,0.3413926560428622,0.00327,0.22677,0.0241,-0.0015981639505421,-5.89846224891083,42.426296578635345,0.010506522714761539,1717.0323188585287
1235,1235,10,Normal,0.0031149999999999,0.0914587721325844,0.00123,0.00097,0.00041,-0.0009566722534572,-5.312031492768399,62.276502350071326,0.003800220616834463,89.92480960301742
1236,1236,2,Normal,0.00078,0.1239430284445236,0.00132,0.07592,0.01368,0.0004518751581596,-7.267668629514115,24.363599172349925,0.012173542207243924,1167.1347346366626
1237,1237,4,Normal,0.001445,0.1065765297802475,0.00137,0.06927,0.02343,-0.0015122481921158,-5.953887029336621,41.83208001459463,0.018170844290894203,1117.2824086409382
1238,1238,1,Normal,0.00046,0.0808420682565704,0.000775,0.05079,0.00685,-8.409633953827417e-05,-7.173268411695988,34.32360892836763,0.026330819302747825,739.4154149125644
1239,1239,9,Unbalance,0.002355,0.2807080052296336,0.00226,0.17295,0.0131,-0.0007957745619028,-5.864293377926008,45.11193405307291,0.015894166172791324,1449.0831162932348
1240,1240,4,Misalignment,0.001385,0.1080781092543721,0.00131,0.06186,0.03844,-0.0009703503185258,-6.334819985253295,30.738671123948926,0.013130595669623624,689.5586084425521
1241,1241,2,Normal,0.0005,0.1372357865135767,0.00116,0.0848,0.01297,-0.0002609883076162,-7.01163557487314,22.383299675390102,0.00869143364818116,914.0752106883689
1242,1242,2,Normal,0.00043,0.1459276817468159,0.00111,0.09016,0.01912,0.0008404833538127,-7.729819979121095,20.703494820830603,0.01147149443088529,1382.7238140373036
1243,1243,10,Normal,0.00147,0.1506689128519881,0.00117,0.00097,0.00046,-0.0006523123519672,-6.20782729596575,42.5689694698918,0.010454300205028603,603.4876821445027
1244,1244,0,Normal,0.003085,0.0518578431869278,0.0009699999999999,0.02601,0.00814,-0.0030314415028238,-5.176362738795358,35.49841388086376,0.012359338492277728,117.88978217580022
1245,1245,4,Unbalance,0.0068,0.3074930047984832,0.0047,0.1916,0.02723,-0.0027314997011955,-4.525580742253376,69.55148624208061,0.010802922829392898,526.888597365953
1246,1246,0,Normal,0.0002,0.0803679264383497,0.000955,0.04942,0.00413,-8.602872131531195e-05,-8.076144553057754,20.803628938085797,0.008502132893669466,509.5688330239378
1247,1247,3,Normal,0.001485,0.036430135876771,0.00057,0.02152,0.00391,-0.0003157939438876,-6.435392094395836,38.99310132976433,0.019591244406820744,986.4584586796551
1248,1248,1,Normal,0.00029,0.160281015095363,0.00111,0.10637,0.00218,-8.846008421867541e-05,-7.592689782356587,29.493634574909038,0.021071192919387357,1890.1011264034826
1249,1249,6,Normal,0.00232,0.1212459661184651,0.0023,0.07097,0.01861,-0.0006887541398056,-6.1965139024797775,62.27649507616304,0.005508137736758758,393.6466401935215
1250,1250,7,Normal,0.00071,0.1915938381055089,0.00201,0.11796,0.01292,0.0005457034242727,-7.340405661004565,36.24910330740789,0.02394562540936797,1290.2151697938993
1251,1251,9,Normal,0.002255,0.1237190353179332,0.00101,0.07124,0.01583,-0.0009228986662261,-5.8681750912651705,50.3903185991998,0.015797068151676204,836.6879759970335
1252,1252,8,Faulty sensor,0.00413,0.0074950050033338,0.00011,0.00417,0.00167,-0.0031764871846897,-4.649455301084556,27.793270985139884,0.005101018062780511,80.7295506632848
1253,1253,5,Faulty sensor,0.729925,0.2239241467551009,0.01813,0.03673,0.00575,-0.0033015340445639,0.6097700787164799,59.14408163850809,0.001594077094271984,81.61344066575461
1254,1254,9,Normal,0.003205,0.2505627408454816,0.002025,0.15343,0.00675,-0.0007088621097689,-5.678573692443633,57.549180802767175,0.008551397564527427,791.4927828973329
1255,1255,1,Normal,0.002565,0.0874860400292526,0.000925,0.058,0.00281,-0.0036035887951447,-5.09010266042702,36.47563377298334,0.014335471265344086,244.05548158671144
1256,1256,5,Rubbing,0.09144,0.1432165789983827,0.00141,0.08137,0.00189,-0.0037090796213637,-1.4609556666276853,185.27683144358403,0.001199504572440955,76.32853043973405
1257,1257,10,Normal,0.001105,0.1390325184983714,0.0014,0.00148,0.00092,6.152202370074133e-05,-6.327228131890678,50.423602522360625,0.014158549880794022,478.91444496466556
1258,1258,8,Normal,0.004375,0.066819117773284,0.001365,0.03246,0.01737,0.0004685176438245,-5.602467789083343,79.09332184763814,0.007010466319991882,20.885646557326783
1259,1259,6,Normal,0.003655,0.17687310677432,0.0020949999999999,0.09705,0.01476,0.000128765921807,-5.716125415203826,94.07805769541392,0.017688506739630638,1363.494925352404
1260,1260,1,Unbalance,0.00141,0.2636066698700926,0.001565,0.1668,0.00835,-0.0012822616090908,-6.353292545730902,32.04190121437208,0.009280922957837098,1552.463159674125
1261,1261,6,Normal,0.001815,0.1419142646107148,0.00211,0.07607,0.00298,-0.001250816203935,-5.745783627286226,76.98811234370612,0.015895937647017782,298.28711331352304
1262,1262,7,Normal,0.00116,0.1187382941598876,0.00147,0.07475,0.02009,0.0008725370401713,-7.066099975339455,50.3135916840025,0.010750300289431183,485.0704480446328
1263,1263,4,Normal,0.0021,0.0739740826235783,0.00086,0.04271,0.01196,-0.0022232800770834,-5.436553858507396,43.43094976334668,0.008334547495318728,386.4692773877044
1264,1264,2,Normal,0.001185,0.1185601244095163,0.00154,0.06813,0.00847,-0.0002105940628526,-6.611401473378276,39.662219310250144,0.017001291983489545,519.0896042697515
1265,1265,9,Normal,0.002165,0.1790887000902067,0.000965,0.10316,0.01273,-0.0006831771881327,-6.082892676199532,51.48987480336519,0.020830147804640705,699.1649307594854
1266,1266,1,Normal,0.0003,0.2770272208646652,0.00172,0.15964,0.01091,-0.0010251812619192,-7.1666977113147,19.39441890067452,0.0064127458627183465,1731.9750747299236
1267,1267,8,Faulty sensor,0.00413,0.0055637127891364,0.00011,0.00334,0.00132,-0.0030845591496069,-4.752328521334761,25.808088609006628,0.005658452714709697,74.75038975617564
1268,1268,0,Normal,0.00034,0.2494326001147404,0.00122,0.1421,0.02152,2.750004308119158e-05,-7.863341666414498,32.487889933531186,0.015392496324052695,1275.7222157020017
1269,1269,2,Normal,0.000845,0.0566616228147412,0.00066,0.03424,0.00929,-0.0009199533686657,-6.646366582443296,21.339851060473045,0.019772592503783375,313.3915923738018
1270,1270,8,Normal,0.00295,0.1402946321139907,0.00242,0.07076,0.00787,-0.0003498475792303,-5.458037113967255,68.60110607286079,0.006552617814892919,190.5044548964315
1271,1271,4,Faulty sensor,0.003925,0.6249385228164447,0.002985,0.00905,8e-05,-0.0027040788360239,-4.875844668679636,31.08418607900561,0.0017484085705067511,1806.5928967564123
1272,1272,10,Normal,0.00104,0.124691260319238,0.001485,0.00211,0.00256,-0.001196223590279,-6.154549164647255,36.4335489774431,0.005391811897172651,753.4969255585505
1273,1273,10,Normal,0.001175,0.0463120621436791,0.00119,0.00109,0.00023,-0.0010026341193975,-6.461769706366737,31.921743606346805,0.01443539962142745,160.31068255960975
1274,1274,1,Normal,0.00164,0.1780815568777407,0.001085,0.1125,0.00317,-0.0001805552688972,-6.602873997013536,37.125274553275574,0.006069767051275504,887.9552519101712
1275,1275,3,Unbalance,0.001095,0.3037836195386446,0.001775,0.20642,0.00355,-0.0012776676302737,-6.210543821407948,38.74106110343285,0.028477526439483158,1301.2660332014168
1276,1276,1,Rubbing,0.192695,0.120632852076041,0.006415,0.06029,0.00519,-0.0027304342370491,-0.9313639160111672,365.84904681083026,0.0028743802506434927,70.75462578213676
1277,1277,1,Normal,0.00316,0.1202952526079063,0.0018449999999999,0.08006,0.00368,-0.0035851044676149,-4.702828656952564,51.888466550173455,0.008709219067784811,196.82744772105482
1278,1278,1,Normal,0.0007199999999999,0.0285026384743588,0.00052,0.01595,0.00338,-2.669002360223483e-05,-6.975475519256255,32.02765074865601,0.033392236120578574,140.07380814522696
1279,1279,9,Normal,0.00183,0.0830675484169359,0.00108,0.05495,0.00066,0.0010970382363008,-6.386250930255101,54.02122056730507,0.0013886490034198042,1541.3636279243674
1280,1280,8,Faulty sensor,0.00364,0.0079123637429026,0.00012,0.00429,0.0018,-0.0030276572807635,-4.824819378202742,25.87592577193521,0.005449096750635437,77.86524414785195
1281,1281,4,Normal,0.001415,0.1412737236714598,0.00077,0.09133,0.00808,-0.000777259009867,-6.461245689679749,21.69525895106471,0.011939802214313316,1391.1306447975733
1282,1282,5,Normal,0.000545,0.130931800568082,0.00069,0.08452,0.00473,-0.0003887152296452,-7.274348785841441,20.702814155302747,0.00868918448715645,1241.5980732173275
1283,1283,9,Normal,0.00266,0.2093282085625346,0.00167,0.1269,0.0029,-0.0008067302099739,-5.75499961119583,52.4459623535143,0.022616539603096068,1116.3480580799348
1284,1284,2,Normal,0.0008,0.0519827682987353,0.000815,0.03094,0.00796,-0.0001206813254411,-6.9294472466038695,23.777367088347177,0.011916090150794461,208.20451171022532
